time,event,working,spares,broken,repair_queue,busy_repairers,good_machines
989.6172088941177,failure,10,1,2,1,1,11
990.4392888023659,repair_complete,10,2,1,0,1,12
990.8924864969899,repair_complete,10,3,0,0,0,13
1001.3809206212647,failure,10,2,1,0,1,12
1002.149771305281,repair_complete,10,3,0,0,0,13
1006.2266062983005,failure,10,2,1,0,1,12
1007.2112878268053,repair_complete,10,3,0,0,0,13
1017.1764373869082,failure,10,2,1,0,1,12
1017.904372337286,repair_complete,10,3,0,0,0,13
1028.8837765070712,failure,10,2,1,0,1,12
1029.4228660435344,repair_complete,10,3,0,0,0,13
1030.7126643955921,failure,10,2,1,0,1,12
1031.5229675466794,repair_complete,10,3,0,0,0,13
1045.1534358452914,failure,10,2,1,0,1,12
1046.1551440936937,repair_complete,10,3,0,0,0,13
1061.2371380987465,failure,10,2,1,0,1,12
1061.5315816219445,repair_complete,10,3,0,0,0,13
1069.5559900578608,failure,10,2,1,0,1,12
1069.9032617657294,failure,10,1,2,1,1,11
1070.7399119824267,repair_complete,10,2,1,0,1,12
1071.1265087422346,failure,10,1,2,1,1,11
1072.7076775141682,repair_complete,10,2,1,0,1,12
1073.809480197517,repair_complete,10,3,0,0,0,13
1078.3037090793475,failure,10,2,1,0,1,12
1081.692629956984,repair_complete,10,3,0,0,0,13
1087.4777594837674,failure,10,2,1,0,1,12
1088.4201299346942,repair_complete,10,3,0,0,0,13
1093.1381156885889,failure,10,2,1,0,1,12
1096.440606249951,repair_complete,10,3,0,0,0,13
1098.7082470525256,failure,10,2,1,0,1,12
1100.82140038157,repair_complete,10,3,0,0,0,13
1107.717896932916,failure,10,2,1,0,1,12
1109.8192622744227,repair_complete,10,3,0,0,0,13
1185.047629929208,failure,10,2,1,0,1,12
1185.8084312497965,repair_complete,10,3,0,0,0,13
1186.8780683653954,failure,10,2,1,0,1,12
1188.6772932373913,repair_complete,10,3,0,0,0,13
1189.2899046773632,failure,10,2,1,0,1,12
1189.6910534461535,repair_complete,10,3,0,0,0,13
1191.5678296652304,failure,10,2,1,0,1,12
1191.6383440266522,repair_complete,10,3,0,0,0,13
1197.492196757002,failure,10,2,1,0,1,12
1197.5770601921977,repair_complete,10,3,0,0,0,13
1220.8079020312064,failure,10,2,1,0,1,12
1221.9613101422296,repair_complete,10,3,0,0,0,13
1224.0119668102157,failure,10,2,1,0,1,12
1224.7148472657052,failure,10,1,2,1,1,11
1226.608515817498,failure,10,0,3,2,1,10
1227.3054087514402,repair_complete,10,1,2,1,1,11
1228.5955652636756,repair_complete,10,2,1,0,1,12
1229.097805317741,repair_complete,10,3,0,0,0,13
1230.8628716616743,failure,10,2,1,0,1,12
1232.1108164312209,repair_complete,10,3,0,0,0,13
1249.7267059765836,failure,10,2,1,0,1,12
1252.525870678989,repair_complete,10,3,0,0,0,13
1281.0740718222569,failure,10,2,1,0,1,12
1281.3792600383058,repair_complete,10,3,0,0,0,13
1286.0037473940406,failure,10,2,1,0,1,12
1286.983348270254,repair_complete,10,3,0,0,0,13
1315.5766778978623,failure,10,2,1,0,1,12
1315.6143820561729,repair_complete,10,3,0,0,0,13
1327.9476065044948,failure,10,2,1,0,1,12
1328.352306201656,repair_complete,10,3,0,0,0,13
1333.237491709223,failure,10,2,1,0,1,12
1333.5089375611863,repair_complete,10,3,0,0,0,13
1350.623680003373,failure,10,2,1,0,1,12
1350.653028559263,failure,10,1,2,1,1,11
1351.0917169945794,repair_complete,10,2,1,0,1,12
1351.9295998093703,repair_complete,10,3,0,0,0,13
1353.7536142929316,failure,10,2,1,0,1,12
1354.0712019618868,repair_complete,10,3,0,0,0,13
1370.7548525252064,failure,10,2,1,0,1,12
1370.7799545415558,repair_complete,10,3,0,0,0,13
1404.2279521796602,failure,10,2,1,0,1,12
1404.881157558515,repair_complete,10,3,0,0,0,13
1415.4154002975956,failure,10,2,1,0,1,12
1415.8407371768888,repair_complete,10,3,0,0,0,13
1422.7352680926163,failure,10,2,1,0,1,12
1422.8465410903984,repair_complete,10,3,0,0,0,13
1438.2729187307673,failure,10,2,1,0,1,12
1438.3273879259166,failure,10,1,2,1,1,11
1438.3427121259472,repair_complete,10,2,1,0,1,12
1440.3219067088003,repair_complete,10,3,0,0,0,13
1450.6392497369638,failure,10,2,1,0,1,12
1451.5518167526086,repair_complete,10,3,0,0,0,13
1476.3377917855364,failure,10,2,1,0,1,12
1477.7617231074435,repair_complete,10,3,0,0,0,13
1509.7649459461204,failure,10,2,1,0,1,12
1510.347345648555,repair_complete,10,3,0,0,0,13
1521.6639410562013,failure,10,2,1,0,1,12
1522.8206165573347,repair_complete,10,3,0,0,0,13
1527.4372274936675,failure,10,2,1,0,1,12
1529.6227609264167,repair_complete,10,3,0,0,0,13
1532.7666910835753,failure,10,2,1,0,1,12
1533.3937835518996,repair_complete,10,3,0,0,0,13
1540.3783973307325,failure,10,2,1,0,1,12
1541.825658743947,failure,10,1,2,1,1,11
1542.6516193069638,failure,10,0,3,2,1,10
1543.0679431230708,repair_complete,10,1,2,1,1,11
1544.2792170259252,repair_complete,10,2,1,0,1,12
1544.9664413420687,repair_complete,10,3,0,0,0,13
1575.970280176024,failure,10,2,1,0,1,12
1577.907140287355,repair_complete,10,3,0,0,0,13
1603.0496996139657,failure,10,2,1,0,1,12
1603.2110755179253,repair_complete,10,3,0,0,0,13
1604.532836232937,failure,10,2,1,0,1,12
1606.4253009461684,repair_complete,10,3,0,0,0,13
1610.6210973771185,failure,10,2,1,0,1,12
1611.0968101256929,repair_complete,10,3,0,0,0,13
1630.1662772248196,failure,10,2,1,0,1,12
1630.7902308277542,repair_complete,10,3,0,0,0,13
1634.5072899310157,failure,10,2,1,0,1,12
1635.5481524743834,repair_complete,10,3,0,0,0,13
1636.8201679594647,failure,10,2,1,0,1,12
1637.6341984302933,repair_complete,10,3,0,0,0,13
1650.8986393139865,failure,10,2,1,0,1,12
1651.5354949655623,repair_complete,10,3,0,0,0,13
1672.3711696831967,failure,10,2,1,0,1,12
1672.3925061286307,repair_complete,10,3,0,0,0,13
1678.514526269657,failure,10,2,1,0,1,12
1680.1555756276077,repair_complete,10,3,0,0,0,13
1684.236612226817,failure,10,2,1,0,1,12
1684.3190930394544,repair_complete,10,3,0,0,0,13
1686.77818810789,failure,10,2,1,0,1,12
1688.4971608606488,repair_complete,10,3,0,0,0,13
1718.4631146431152,failure,10,2,1,0,1,12
1719.2532884057753,repair_complete,10,3,0,0,0,13
1719.3227587661274,failure,10,2,1,0,1,12
1720.1160804687693,repair_complete,10,3,0,0,0,13
1726.730651998209,failure,10,2,1,0,1,12
1727.303041576897,repair_complete,10,3,0,0,0,13
1730.2904900697733,failure,10,2,1,0,1,12
1730.3421018413824,repair_complete,10,3,0,0,0,13
1731.7606472143427,failure,10,2,1,0,1,12
1731.9008747625226,repair_complete,10,3,0,0,0,13
1734.225876077897,failure,10,2,1,0,1,12
1734.2897337321813,repair_complete,10,3,0,0,0,13
1735.7694943407103,failure,10,2,1,0,1,12
1736.3219265807525,repair_complete,10,3,0,0,0,13
1746.626587135262,failure,10,2,1,0,1,12
1747.246971937415,failure,10,1,2,1,1,11
1748.08004337154,repair_complete,10,2,1,0,1,12
1749.665243414327,repair_complete,10,3,0,0,0,13
1750.3610018660943,failure,10,2,1,0,1,12
1751.69619922928,failure,10,1,2,1,1,11
1752.182024970784,repair_complete,10,2,1,0,1,12
1752.8346996128369,repair_complete,10,3,0,0,0,13
1753.8517824434596,failure,10,2,1,0,1,12
1755.39224615671,repair_complete,10,3,0,0,0,13
1780.7766238335632,failure,10,2,1,0,1,12
1780.8544429815306,repair_complete,10,3,0,0,0,13
1781.8312282350826,failure,10,2,1,0,1,12
1782.6516476345491,repair_complete,10,3,0,0,0,13
1790.5240591624693,failure,10,2,1,0,1,12
1790.603969785797,repair_complete,10,3,0,0,0,13
1799.1598202360076,failure,10,2,1,0,1,12
1799.410007225681,repair_complete,10,3,0,0,0,13
1810.7274628447901,failure,10,2,1,0,1,12
1811.4751419057177,repair_complete,10,3,0,0,0,13
1819.8917588673821,failure,10,2,1,0,1,12
1820.3590728109673,repair_complete,10,3,0,0,0,13
1820.4906012773167,failure,10,2,1,0,1,12
1821.7504896739608,repair_complete,10,3,0,0,0,13
1834.1556420937877,failure,10,2,1,0,1,12
1836.0671243727159,repair_complete,10,3,0,0,0,13
1849.1931280004057,failure,10,2,1,0,1,12
1850.3281995427392,repair_complete,10,3,0,0,0,13
1862.454001036909,failure,10,2,1,0,1,12
1862.8609027497876,repair_complete,10,3,0,0,0,13
1865.1495180090676,failure,10,2,1,0,1,12
1867.1770270118152,repair_complete,10,3,0,0,0,13
1868.905337894445,failure,10,2,1,0,1,12
1869.3371861881144,repair_complete,10,3,0,0,0,13
1871.6083071358446,failure,10,2,1,0,1,12
1872.419491299886,failure,10,1,2,1,1,11
1873.3601780101915,repair_complete,10,2,1,0,1,12
1875.3542872020325,repair_complete,10,3,0,0,0,13
1893.6306520887963,failure,10,2,1,0,1,12
1894.183120084157,repair_complete,10,3,0,0,0,13
1909.528278022885,failure,10,2,1,0,1,12
1909.7725188601185,repair_complete,10,3,0,0,0,13
1910.9896717651861,failure,10,2,1,0,1,12
1911.1351309220452,repair_complete,10,3,0,0,0,13
1923.0008601167608,failure,10,2,1,0,1,12
1924.278119342909,repair_complete,10,3,0,0,0,13
1938.427013036378,failure,10,2,1,0,1,12
1938.8039475993432,repair_complete,10,3,0,0,0,13
1939.2800713688107,failure,10,2,1,0,1,12
1939.7896318511507,repair_complete,10,3,0,0,0,13
1942.2556201442549,failure,10,2,1,0,1,12
1943.8059348386328,failure,10,1,2,1,1,11
1945.5144700728315,repair_complete,10,2,1,0,1,12
1946.2748474949017,repair_complete,10,3,0,0,0,13
1949.5847192419235,failure,10,2,1,0,1,12
1949.9913997057772,repair_complete,10,3,0,0,0,13
1957.1398889859727,failure,10,2,1,0,1,12
1958.6469965933318,repair_complete,10,3,0,0,0,13
1982.8835605215968,failure,10,2,1,0,1,12
1983.111443065183,failure,10,1,2,1,1,11
1983.463232466712,failure,10,0,3,2,1,10
1984.142354488399,repair_complete,10,1,2,1,1,11
1984.686523972664,repair_complete,10,2,1,0,1,12
1987.5771402722685,repair_complete,10,3,0,0,0,13
1998.8988717394657,failure,10,2,1,0,1,12
1999.6891870092188,repair_complete,10,3,0,0,0,13
2026.579019571294,failure,10,2,1,0,1,12
2027.6497202195324,repair_complete,10,3,0,0,0,13
2049.964840382591,failure,10,2,1,0,1,12
2050.272464569105,repair_complete,10,3,0,0,0,13
2051.0310466575756,failure,10,2,1,0,1,12
2052.8736550295594,repair_complete,10,3,0,0,0,13
2052.957964384652,failure,10,2,1,0,1,12
2053.0095670769406,repair_complete,10,3,0,0,0,13
2054.5413320469047,failure,10,2,1,0,1,12
2054.7065990954993,repair_complete,10,3,0,0,0,13
2062.099868172255,failure,10,2,1,0,1,12
2062.9157767888473,repair_complete,10,3,0,0,0,13
2063.2977376851104,failure,10,2,1,0,1,12
2065.662517787295,failure,10,1,2,1,1,11
2065.66793031619,repair_complete,10,2,1,0,1,12
2066.2818064025646,repair_complete,10,3,0,0,0,13
2069.1010962551786,failure,10,2,1,0,1,12
2069.6723642946063,failure,10,1,2,1,1,11
2070.2719779701065,repair_complete,10,2,1,0,1,12
2070.8837403324733,repair_complete,10,3,0,0,0,13
2074.106038830967,failure,10,2,1,0,1,12
2076.067143822711,repair_complete,10,3,0,0,0,13
2101.7810545634547,failure,10,2,1,0,1,12
2101.8877568040134,repair_complete,10,3,0,0,0,13
2114.415259894677,failure,10,2,1,0,1,12
2114.42397680905,repair_complete,10,3,0,0,0,13
2135.05671721409,failure,10,2,1,0,1,12
2136.948078483622,repair_complete,10,3,0,0,0,13
2153.6351037615314,failure,10,2,1,0,1,12
2153.948407932435,repair_complete,10,3,0,0,0,13
2173.3535887857865,failure,10,2,1,0,1,12
2173.587520510377,repair_complete,10,3,0,0,0,13
2173.926596208684,failure,10,2,1,0,1,12
2174.1938531094243,repair_complete,10,3,0,0,0,13
2184.4690985246025,failure,10,2,1,0,1,12
2184.661862611437,repair_complete,10,3,0,0,0,13
2209.7389091279515,failure,10,2,1,0,1,12
2210.4305368310447,repair_complete,10,3,0,0,0,13
2219.4431029367447,failure,10,2,1,0,1,12
2219.8882370990336,repair_complete,10,3,0,0,0,13
2228.110420514529,failure,10,2,1,0,1,12
2228.492332766443,repair_complete,10,3,0,0,0,13
2246.38034263957,failure,10,2,1,0,1,12
2246.7807100350456,repair_complete,10,3,0,0,0,13
2255.1184709838844,failure,10,2,1,0,1,12
2255.668957733851,repair_complete,10,3,0,0,0,13
2283.6351535281847,failure,10,2,1,0,1,12
2285.6223275415928,repair_complete,10,3,0,0,0,13
2290.3091179320536,failure,10,2,1,0,1,12
2290.485739875863,repair_complete,10,3,0,0,0,13
2295.966593876624,failure,10,2,1,0,1,12
2296.4706620756347,repair_complete,10,3,0,0,0,13
2304.4323483611906,failure,10,2,1,0,1,12
2306.5626114310917,repair_complete,10,3,0,0,0,13
2312.3405998820404,failure,10,2,1,0,1,12
2314.4919883042726,repair_complete,10,3,0,0,0,13
2319.951964040753,failure,10,2,1,0,1,12
2321.742979705509,repair_complete,10,3,0,0,0,13
2334.76368112523,failure,10,2,1,0,1,12
2335.0127161368705,repair_complete,10,3,0,0,0,13
2335.5196008842217,failure,10,2,1,0,1,12
2335.640223858638,repair_complete,10,3,0,0,0,13
2342.440795441614,failure,10,2,1,0,1,12
2342.6531433049418,repair_complete,10,3,0,0,0,13
2350.6246677887257,failure,10,2,1,0,1,12
2351.1593815165293,repair_complete,10,3,0,0,0,13
2360.164900120564,failure,10,2,1,0,1,12
2360.6674380302406,repair_complete,10,3,0,0,0,13
2362.0175577272926,failure,10,2,1,0,1,12
2362.714064190418,repair_complete,10,3,0,0,0,13
2372.1184272577566,failure,10,2,1,0,1,12
2373.2002593404877,repair_complete,10,3,0,0,0,13
2379.9023356364664,failure,10,2,1,0,1,12
2381.892252364056,repair_complete,10,3,0,0,0,13
2396.002853981385,failure,10,2,1,0,1,12
2396.4108750093083,repair_complete,10,3,0,0,0,13
2413.045024143633,failure,10,2,1,0,1,12
2413.0821526579734,repair_complete,10,3,0,0,0,13
2420.23672712388,failure,10,2,1,0,1,12
2420.770111468535,repair_complete,10,3,0,0,0,13
2423.1268965470135,failure,10,2,1,0,1,12
2424.8873955860195,repair_complete,10,3,0,0,0,13
2436.4370065402477,failure,10,2,1,0,1,12
2437.955843688639,repair_complete,10,3,0,0,0,13
2470.777583280221,failure,10,2,1,0,1,12
2470.995803504956,repair_complete,10,3,0,0,0,13
2488.704181758218,failure,10,2,1,0,1,12
2489.553857957233,repair_complete,10,3,0,0,0,13
2500.140189428647,failure,10,2,1,0,1,12
2500.728755687685,repair_complete,10,3,0,0,0,13
2507.5059360244836,failure,10,2,1,0,1,12
2509.2615893613647,repair_complete,10,3,0,0,0,13
2511.380058333025,failure,10,2,1,0,1,12
2511.5887676714597,repair_complete,10,3,0,0,0,13
2512.4323498538447,failure,10,2,1,0,1,12
2512.586391860585,repair_complete,10,3,0,0,0,13
2513.0679909515507,failure,10,2,1,0,1,12
2513.75877258685,repair_complete,10,3,0,0,0,13
2526.1693553131227,failure,10,2,1,0,1,12
2528.1514254324748,repair_complete,10,3,0,0,0,13
2544.5982109193287,failure,10,2,1,0,1,12
2544.96582844463,repair_complete,10,3,0,0,0,13
2562.5195989076474,failure,10,2,1,0,1,12
2562.6053286554284,repair_complete,10,3,0,0,0,13
2576.399362732289,failure,10,2,1,0,1,12
2576.992609927947,repair_complete,10,3,0,0,0,13
2583.297395730033,failure,10,2,1,0,1,12
2583.6374932059593,repair_complete,10,3,0,0,0,13
2606.1773871408122,failure,10,2,1,0,1,12
2606.393117338875,repair_complete,10,3,0,0,0,13
2612.1078369754114,failure,10,2,1,0,1,12
2612.512112389245,repair_complete,10,3,0,0,0,13
2614.3646215035815,failure,10,2,1,0,1,12
2614.5756682413876,repair_complete,10,3,0,0,0,13
2632.314796897536,failure,10,2,1,0,1,12
2632.792602767434,repair_complete,10,3,0,0,0,13
2633.7580600462793,failure,10,2,1,0,1,12
2633.8212014402857,failure,10,1,2,1,1,11
2635.1307636918664,repair_complete,10,2,1,0,1,12
2635.915045862337,repair_complete,10,3,0,0,0,13
2646.364520129511,failure,10,2,1,0,1,12
2647.0730395046967,failure,10,1,2,1,1,11
2647.474437225398,failure,10,0,3,2,1,10
2648.410345388557,repair_complete,10,1,2,1,1,11
2649.321604788425,repair_complete,10,2,1,0,1,12
2649.6662660083725,repair_complete,10,3,0,0,0,13
2661.162074076189,failure,10,2,1,0,1,12
2661.5788332115017,repair_complete,10,3,0,0,0,13
2680.1913807927954,failure,10,2,1,0,1,12
2680.200412630262,repair_complete,10,3,0,0,0,13
2683.7565805992176,failure,10,2,1,0,1,12
2685.103261858612,repair_complete,10,3,0,0,0,13
2689.1500594250847,failure,10,2,1,0,1,12
2690.592311032663,repair_complete,10,3,0,0,0,13
2700.6730683726623,failure,10,2,1,0,1,12
2702.9523713435606,failure,10,1,2,1,1,11
2704.126384561061,repair_complete,10,2,1,0,1,12
2707.2709557162934,repair_complete,10,3,0,0,0,13
2707.8512660198257,failure,10,2,1,0,1,12
2707.8648051591554,failure,10,1,2,1,1,11
2708.7744877954237,repair_complete,10,2,1,0,1,12
2709.1800898871106,repair_complete,10,3,0,0,0,13
2711.143544198874,failure,10,2,1,0,1,12
2711.8721825140788,repair_complete,10,3,0,0,0,13
